EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Salary,Bonus,EducationLevel,MaritalStatus,Attrition,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Overtime,TrainingHours,ManagerID,TeamSize,RemoteWork,TravelFrequency,HireDate
194,24,Male,Finance,Senior Analyst,58397,1342377,202332,4,Divorced,Yes,5,10,9,1,1,2,No,5,104,6,No,Rarely,2014-09-29
195,33,Male,Finance,Executive,133856,513567,71635,2,Single,Yes,4,12,9,4,1,2,Yes,41,146,7,No,Frequently,2012-06-28
196,58,Male,Operations,Executive,34847,326155,116891,2,Single,Yes,4,8,5,3,4,1,No,65,119,4,Yes,Frequently,2016-08-23
197,23,Male,Operations,Manager,116155,1507068,170102,3,Married,No,5,6,4,4,4,2,No,74,158,7,Yes,Frequently,2018-07-20
198,35,Male,R&D,Team Lead,144273,1597076,166129,1,Single,No,3,19,17,4,2,1,Yes,47,197,11,No,Frequently,2005-11-18
199,50,Female,Sales,Senior Analyst,171470,1667223,6570,2,Divorced,No,4,2,1,4,4,2,No,27,143,8,Yes,Rarely,2022-04-11
200,37,Female,Marketing,Coordinator,26969,2348891,121863,1,Single,No,2,7,6,4,2,4,No,5,107,8,Yes,Rarely,2017-07-16
201,43,Female,IT,Analyst,73320,1264918,146649,4,Single,No,5,15,13,1,4,2,Yes,78,129,4,Yes,Occasionally,2009-04-03
202,38,Male,Marketing,Senior Analyst,49089,1807630,228071,5,Divorced,No,2,2,2,1,3,2,No,76,188,6,Yes,Rarely,2022-04-04
203,22,Male,Marketing,Manager,104134,1630228,158056,5,Divorced,Yes,4,19,18,2,4,4,No,66,191,4,Yes,Frequently,2005-04-14
204,27,Male,Operations,Analyst,30704,1278080,204456,4,Divorced,Yes,3,2,2,1,3,3,No,52,112,11,No,Occasionally,2022-12-24
205,52,Male,Marketing,Manager,139044,1282469,36321,5,Single,No,2,7,6,2,4,1,Yes,17,122,5,Yes,Frequently,2017-07-28
206,32,Female,Sales,Engineer,28712,694583,238389,3,Single,No,4,7,7,4,4,2,Yes,19,164,14,No,Frequently,2017-11-21
207,36,Female,Marketing,Team Lead,165180,2238904,214432,2,Married,No,1,13,13,1,2,2,No,39,143,8,Yes,Frequently,2011-07-05
208,56,Male,Marketing,Senior Analyst,50537,2212584,107522,5,Single,Yes,4,9,5,2,4,2,Yes,30,171,4,Yes,Occasionally,2015-08-22
209,49,Male,Sales,Coordinator,56348,1544380,263321,3,Married,No,1,14,14,2,1,2,No,16,104,4,Yes,Rarely,2010-06-16
210,58,Male,HR,Team Lead,167635,871107,212781,2,Divorced,No,5,4,3,3,4,3,Yes,47,120,9,Yes,Occasionally,2020-06-27
211,37,Male,HR,Senior Analyst,84182,1666808,128803,4,Divorced,Yes,4,9,7,2,2,2,Yes,55,114,6,Yes,Rarely,2015-01-25
212,43,Female,Finance,Analyst,71413,1005475,269295,1,Divorced,No,2,7,3,1,3,3,Yes,56,126,14,No,Occasionally,2017-12-13
213,29,Female,Operations,Team Lead,146999,1718897,12289,2,Single,Yes,3,17,17,2,3,1,No,8,189,11,No,Rarely,2007-12-10
214,28,Female,R&D,Engineer,139014,475211,179785,5,Married,Yes,5,9,5,3,2,3,No,35,170,10,No,Frequently,2015-08-14
215,57,Female,Operations,Manager,144891,932259,12149,5,Divorced,No,4,3,3,3,4,1,Yes,48,144,12,No,Frequently,2021-02-25
216,34,Male,Finance,Senior Analyst,179741,2092725,140507,5,Single,No,4,5,5,1,3,3,No,30,108,12,No,Rarely,2019-09-10
217,29,Male,Operations,Manager,144503,1382660,251459,5,Single,Yes,3,10,9,4,1,3,Yes,28,118,6,No,Frequently,2014-06-09
218,31,Male,Sales,Engineer,113920,534386,196553,1,Divorced,Yes,2,13,13,4,4,1,Yes,59,168,3,Yes,Occasionally,2011-12-08
219,55,Female,Operations,Analyst,42014,1166964,49104,4,Divorced,No,5,17,13,2,4,1,Yes,19,134,14,No,Occasionally,2007-12-22
220,53,Male,Finance,Executive,116658,505768,158285,5,Married,No,4,13,9,1,1,3,Yes,61,124,4,No,Occasionally,2011-04-15
221,28,Female,Marketing,Coordinator,90108,557681,94018,1,Single,Yes,1,17,16,1,1,1,No,43,140,3,Yes,Occasionally,2007-11-07
222,45,Female,HR,Coordinator,63467,1644613,76329,3,Single,No,2,9,5,4,2,4,No,40,196,6,Yes,Frequently,2015-03-12
223,30,Female,IT,Team Lead,56367,703322,234565,3,Single,Yes,4,17,17,3,1,1,Yes,72,112,3,No,Frequently,2007-03-19
224,26,Female,Finance,Team Lead,61378,1142981,165575,1,Divorced,Yes,4,18,17,3,2,1,Yes,71,143,12,Yes,Occasionally,2006-10-27
225,43,Male,IT,Senior Analyst,161321,1013936,256353,2,Single,Yes,4,17,14,1,1,3,No,12,121,14,Yes,Rarely,2007-03-09
226,26,Female,Finance,Analyst,67828,1135036,272670,1,Divorced,No,5,16,16,4,4,2,Yes,59,179,12,No,Frequently,2008-06-03
227,33,Male,HR,Manager,71479,1490402,231055,4,Married,Yes,2,4,0,4,2,3,No,27,191,5,No,Frequently,2020-01-10
228,26,Female,Finance,Executive,43752,1315416,213277,1,Single,Yes,3,12,8,4,2,2,No,74,121,4,No,Occasionally,2012-09-17
229,53,Female,Marketing,Engineer,144968,677844,76559,1,Divorced,Yes,4,12,9,4,4,2,No,42,197,6,No,Rarely,2012-09-23
230,44,Male,Marketing,Analyst,149481,515400,35585,4,Married,No,3,19,17,3,1,2,No,77,164,13,No,Occasionally,2005-06-11
231,44,Female,IT,Executive,43073,336035,196049,4,Divorced,Yes,3,17,15,2,3,4,Yes,26,142,8,Yes,Rarely,2007-11-09
232,33,Male,IT,Analyst,123864,967689,256677,1,Single,Yes,1,15,14,3,2,3,No,49,134,10,Yes,Rarely,2009-04-24
233,51,Female,HR,Coordinator,98861,593894,40461,2,Married,Yes,4,10,10,2,1,4,Yes,19,120,5,Yes,Rarely,2014-03-12
234,48,Female,Marketing,Manager,45609,2003377,203981,4,Single,No,1,18,15,4,1,1,Yes,14,124,4,Yes,Occasionally,2006-10-18
235,57,Male,Sales,Coordinator,30901,993045,145788,4,Married,No,5,19,16,3,1,2,Yes,7,198,11,No,Occasionally,2005-05-11
236,46,Female,R&D,Team Lead,126268,2109377,17347,3,Single,Yes,1,14,14,4,3,3,Yes,72,144,14,Yes,Occasionally,2010-12-23
237,53,Female,IT,Engineer,135719,1557100,205342,2,Single,No,3,8,5,1,2,2,Yes,22,192,14,Yes,Occasionally,2016-09-16
238,53,Female,IT,Analyst,174340,771082,60545,1,Divorced,No,4,14,11,1,3,1,No,27,182,5,Yes,Rarely,2010-06-21
239,40,Female,IT,Senior Analyst,67913,1273181,177404,3,Single,Yes,5,15,15,4,1,1,No,13,198,7,No,Frequently,2009-04-02
240,49,Female,Marketing,Coordinator,53141,2275154,137478,5,Married,No,1,11,8,4,2,3,No,8,103,9,Yes,Occasionally,2013-10-02
241,38,Male,Finance,Engineer,123723,1844613,249062,2,Single,Yes,3,12,11,3,1,1,Yes,67,162,5,No,Frequently,2012-05-10
242,48,Male,Marketing,Analyst,51715,1114037,99853,3,Single,No,5,13,9,1,2,1,Yes,9,154,4,No,Occasionally,2011-10-12
243,36,Male,IT,Engineer,179249,1634742,106297,5,Married,No,1,14,10,4,2,3,No,69,112,7,No,Rarely,2010-10-03
244,42,Female,Marketing,Analyst,41052,1002436,131743,5,Divorced,No,1,2,0,1,3,1,Yes,64,110,7,Yes,Frequently,2022-04-05
245,55,Female,Marketing,Coordinator,153563,1648207,225019,2,Divorced,No,4,16,15,4,4,3,Yes,56,128,8,Yes,Occasionally,2008-01-07
246,42,Male,Marketing,Analyst,142360,1401928,163856,1,Single,Yes,5,10,10,4,4,1,Yes,45,100,4,No,Rarely,2014-04-06
247,50,Male,HR,Manager,67080,520169,90353,3,Married,Yes,2,4,3,1,2,3,No,64,120,14,No,Rarely,2020-01-16
248,55,Female,HR,Executive,76399,2027408,180302,5,Single,No,2,9,9,1,1,2,No,64,186,10,No,Frequently,2015-10-07
249,40,Female,Operations,Senior Analyst,55111,787510,63530,5,Divorced,No,2,7,7,1,4,3,No,55,123,5,Yes,Occasionally,2017-03-27
250,26,Female,Marketing,Analyst,172603,1174772,94439,1,Single,No,4,3,2,2,3,4,No,35,199,13,No,Frequently,2021-09-02
251,40,Female,Finance,Manager,150426,1799698,159210,2,Divorced,Yes,3,5,4,2,2,2,No,9,104,8,Yes,Frequently,2019-03-05
252,31,Female,R&D,Engineer,67533,903103,39279,5,Married,No,4,12,9,4,1,3,Yes,12,124,11,No,Frequently,2012-04-03
253,36,Male,Operations,Coordinator,122661,1243693,173672,4,Divorced,No,3,18,18,1,4,3,Yes,66,109,7,Yes,Rarely,2006-05-16
254,33,Male,Marketing,Coordinator,162050,2353607,279297,3,Married,Yes,1,16,12,1,4,2,Yes,57,131,14,Yes,Frequently,2008-12-17
255,32,Male,Operations,Engineer,172977,1918702,89489,3,Divorced,No,2,18,18,4,4,1,Yes,29,158,14,No,Occasionally,2006-05-28
256,43,Female,Finance,Coordinator,158533,2050740,84080,1,Divorced,No,4,2,0,3,1,3,Yes,36,193,9,Yes,Rarely,2022-11-20
257,33,Female,R&D,Coordinator,68950,1536497,159116,4,Married,No,2,13,9,1,4,2,No,12,145,10,No,Frequently,2011-01-10
258,28,Female,R&D,Engineer,170643,932543,260298,3,Married,No,2,6,4,4,1,3,No,26,191,4,No,Rarely,2018-09-01
259,50,Female,Operations,Senior Analyst,144246,617875,155930,2,Divorced,No,4,18,17,2,3,1,Yes,27,187,14,No,Occasionally,2006-03-14
260,43,Male,HR,Team Lead,28754,1899908,67260,5,Single,No,3,7,7,3,1,1,Yes,60,102,8,No,Rarely,2017-11-08
261,44,Female,HR,Coordinator,54725,1485574,104555,1,Married,No,1,1,1,1,3,2,Yes,12,157,10,No,Occasionally,2023-08-24
262,26,Female,Marketing,Coordinator,63787,846015,239423,3,Single,No,2,19,18,1,3,2,Yes,14,120,9,No,Rarely,2005-05-06
263,34,Male,Operations,Analyst,142235,1789493,108777,3,Divorced,Yes,5,18,17,3,3,4,Yes,62,153,14,Yes,Occasionally,2006-01-25
264,35,Male,IT,Analyst,140725,582017,40372,4,Divorced,Yes,3,3,3,3,4,2,Yes,24,174,5,Yes,Frequently,2021-12-15
265,40,Male,Sales,Executive,107617,924771,9596,1,Married,No,3,14,11,2,1,1,No,24,109,10,No,Occasionally,2010-10-14
266,47,Male,IT,Team Lead,98445,1612743,119654,5,Married,No,5,17,13,1,4,1,Yes,78,137,6,Yes,Frequently,2007-04-16
267,41,Male,R&D,Coordinator,52766,1326630,68099,3,Divorced,Yes,4,7,3,4,3,4,Yes,18,102,10,Yes,Rarely,2017-12-29
268,37,Female,Marketing,Senior Analyst,179297,786275,298871,1,Divorced,No,3,15,14,4,4,2,Yes,34,181,5,Yes,Frequently,2009-04-23
269,40,Female,R&D,Manager,103229,743031,42092,1,Divorced,Yes,4,1,0,4,1,1,No,34,157,8,Yes,Frequently,2023-05-13
270,40,Female,Sales,Analyst,82775,2085516,267613,3,Married,Yes,4,16,16,2,4,1,Yes,59,196,4,No,Occasionally,2008-11-12
271,49,Female,Operations,Executive,52386,1591210,33787,3,Married,No,2,3,0,2,2,1,No,37,116,8,Yes,Frequently,2021-12-09
272,41,Female,IT,Senior Analyst,55447,1039290,161326,1,Single,No,1,16,13,4,1,2,Yes,79,108,12,Yes,Rarely,2008-10-10
273,26,Female,Marketing,Engineer,145312,816595,226876,5,Divorced,Yes,5,4,3,1,3,2,Yes,54,102,13,No,Occasionally,2020-05-23
274,51,Male,HR,Analyst,162469,2039461,53072,1,Divorced,Yes,2,3,1,3,4,2,Yes,55,118,12,Yes,Rarely,2021-04-07
275,47,Female,Finance,Engineer,119788,887100,270143,2,Single,Yes,3,17,13,1,4,4,No,53,120,12,No,Occasionally,2007-05-26
276,57,Female,Sales,Senior Analyst,51201,460381,146150,3,Married,No,4,15,14,3,1,1,Yes,39,100,10,Yes,Frequently,2009-09-18
277,27,Male,HR,Engineer,150736,2011672,138782,5,Single,Yes,5,16,13,4,4,2,Yes,28,188,6,Yes,Rarely,2008-11-06
278,51,Female,R&D,Analyst,165629,1714022,131234,1,Married,Yes,1,8,5,1,1,3,Yes,18,109,8,No,Rarely,2016-02-26
279,46,Female,IT,Analyst,74733,866088,96044,4,Divorced,Yes,1,10,7,3,1,4,No,60,183,4,No,Occasionally,2014-11-18
280,42,Female,Finance,Manager,72299,1903546,228870,5,Divorced,Yes,1,9,8,3,3,1,Yes,36,174,6,Yes,Occasionally,2015-11-10
281,28,Female,IT,Engineer,90428,1984351,153741,3,Single,Yes,5,5,5,1,1,3,Yes,41,157,7,No,Frequently,2019-06-18
282,26,Female,Finance,Executive,147788,1899792,280466,1,Married,Yes,1,2,0,2,1,1,Yes,16,160,11,No,Rarely,2022-01-28
283,25,Male,HR,Engineer,116006,429350,164437,2,Divorced,No,3,19,19,3,2,3,Yes,28,160,4,Yes,Frequently,2005-03-31
284,43,Male,R&D,Team Lead,70232,1557669,179017,3,Divorced,No,4,9,5,4,3,3,Yes,9,101,8,No,Rarely,2015-04-24
285,23,Female,Finance,Manager,146673,1938497,208015,5,Single,No,3,4,2,1,3,2,Yes,43,185,14,Yes,Occasionally,2020-11-28
286,59,Male,R&D,Manager,55651,1397353,148066,1,Single,Yes,5,5,3,4,3,1,Yes,67,148,9,Yes,Frequently,2019-12-01
287,43,Male,Marketing,Executive,30774,1490631,96468,1,Single,No,3,16,13,4,4,4,Yes,18,126,11,No,Frequently,2008-10-28
288,49,Male,Marketing,Team Lead,54118,2026199,275709,1,Divorced,No,1,12,10,4,2,3,Yes,76,143,3,No,Occasionally,2012-01-22
289,56,Female,HR,Analyst,46253,1250162,137924,2,Married,No,3,10,8,3,4,3,No,15,111,12,Yes,Rarely,2014-10-29
290,45,Female,IT,Team Lead,58243,2210947,261716,5,Single,No,2,12,12,3,3,4,Yes,51,114,10,No,Rarely,2012-03-22
291,41,Female,R&D,Analyst,110445,1556715,80257,3,Married,Yes,3,2,0,1,1,2,No,7,126,4,No,Rarely,2022-09-19
292,59,Male,Operations,Engineer,134472,2260155,250870,3,Divorced,No,3,9,5,1,2,1,No,36,147,13,Yes,Occasionally,2015-04-03
293,25,Female,IT,Senior Analyst,64901,573349,268050,2,Married,Yes,2,15,15,3,4,3,Yes,16,110,9,No,Occasionally,2009-08-29
294,22,Male,Sales,Senior Analyst,56852,1861588,119052,2,Single,Yes,2,4,3,2,3,1,Yes,8,127,8,No,Occasionally,2020-01-19
295,46,Male,HR,Executive,80426,539968,288963,3,Single,Yes,3,15,15,3,3,1,No,24,133,12,No,Frequently,2009-01-21
296,56,Male,Operations,Executive,171108,1327557,95665,3,Single,No,3,15,13,4,2,3,Yes,64,143,11,Yes,Occasionally,2009-06-09
297,23,Female,Operations,Team Lead,174960,1916596,212695,1,Divorced,Yes,1,9,8,1,2,3,No,7,175,14,Yes,Rarely,2015-09-13
298,42,Male,Operations,Analyst,145987,1439929,221373,2,Divorced,No,5,4,4,2,3,1,Yes,39,151,4,No,Rarely,2020-10-28
299,39,Female,Marketing,Engineer,58866,735071,137488,2,Married,Yes,5,11,7,1,4,1,Yes,15,193,13,Yes,Rarely,2013-03-02
300,54,Female,Finance,Team Lead,154295,2303426,205735,5,Married,Yes,5,17,14,1,1,2,Yes,51,138,8,Yes,Occasionally,2007-06-24
301,41,Male,IT,Team Lead,53795,845735,167670,3,Divorced,No,1,11,9,4,1,2,No,8,157,11,No,Rarely,2013-10-30
302,59,Male,Marketing,Engineer,137782,927220,186339,3,Single,No,5,5,2,2,1,4,No,21,138,11,Yes,Frequently,2019-08-22
303,34,Female,Sales,Executive,166521,1923154,284890,3,Single,Yes,3,17,15,4,1,1,Yes,50,137,6,Yes,Frequently,2007-03-06
304,56,Male,HR,Analyst,37109,2112336,139544,1,Single,Yes,1,12,11,1,1,3,No,26,147,11,No,Frequently,2012-01-12
305,24,Male,Finance,Manager,177850,1241768,267219,5,Married,Yes,5,1,0,1,4,1,No,75,177,11,No,Occasionally,2023-10-03
306,35,Female,R&D,Engineer,75085,858516,210748,4,Divorced,No,2,1,0,2,1,2,No,44,180,11,Yes,Frequently,2023-07-18
307,46,Male,R&D,Engineer,71733,395028,142312,5,Divorced,No,4,19,17,2,4,1,Yes,45,167,13,Yes,Rarely,2005-06-23
308,49,Male,Marketing,Engineer,153775,1625569,63095,1,Divorced,No,5,16,12,3,1,1,No,66,147,14,Yes,Frequently,2008-02-08
309,32,Male,R&D,Engineer,90087,722381,49812,4,Divorced,Yes,5,17,13,1,1,4,Yes,52,119,7,No,Rarely,2007-10-12
310,54,Male,R&D,Senior Analyst,97692,760796,227208,3,Single,Yes,1,17,14,2,3,2,No,39,180,4,Yes,Rarely,2007-01-01
311,29,Male,Operations,Team Lead,57174,1055111,223563,2,Married,Yes,3,19,16,4,3,3,Yes,50,146,11,No,Frequently,2005-09-02
312,47,Male,Operations,Executive,152795,388668,213397,1,Single,Yes,1,1,0,3,3,3,Yes,55,137,6,No,Occasionally,2023-09-30
313,25,Female,R&D,Executive,174302,1856396,270914,2,Married,Yes,4,1,0,2,2,4,Yes,70,187,4,No,Frequently,2023-02-04
314,22,Female,Marketing,Manager,67070,2384504,157584,3,Married,No,1,11,7,3,3,1,Yes,16,105,12,Yes,Rarely,2013-11-20
315,40,Male,Marketing,Coordinator,110371,1459608,206940,3,Divorced,No,1,12,8,3,1,4,Yes,44,113,5,Yes,Rarely,2012-07-25
316,41,Female,IT,Manager,121055,502416,86716,3,Married,Yes,5,4,4,3,3,4,No,50,161,10,No,Rarely,2020-05-13
317,41,Male,Sales,Engineer,121038,565972,116656,2,Married,Yes,1,9,8,3,4,1,No,58,108,10,Yes,Occasionally,2015-08-03
318,38,Male,Marketing,Engineer,58623,1800948,35634,1,Single,Yes,4,15,13,1,4,4,Yes,43,154,11,Yes,Rarely,2009-10-02
319,34,Female,HR,Engineer,47207,773866,230893,3,Divorced,No,1,13,11,2,1,1,No,15,176,3,Yes,Rarely,2011-09-07
320,40,Female,Operations,Engineer,69363,2115111,78279,2,Married,Yes,3,12,8,2,2,2,No,16,160,3,Yes,Frequently,2012-03-05
321,47,Female,Sales,Coordinator,159393,947341,183965,2,Divorced,No,4,7,3,4,1,2,No,51,186,3,Yes,Occasionally,2017-04-04
322,41,Male,Finance,Engineer,48377,1287073,38211,3,Single,No,1,5,5,1,4,2,No,40,181,7,No,Occasionally,2019-11-06
323,49,Female,Operations,Senior Analyst,124239,1165363,226416,1,Married,Yes,5,1,1,1,2,1,Yes,19,140,9,No,Occasionally,2023-12-08
324,50,Male,HR,Manager,111120,1776402,141130,2,Married,No,5,18,14,3,3,3,Yes,14,113,4,No,Rarely,2006-04-19
325,30,Male,IT,Analyst,130848,406022,177691,1,Single,No,5,1,0,3,4,2,Yes,74,126,7,Yes,Frequently,2023-02-07
326,50,Male,Finance,Engineer,162103,524605,203047,1,Single,No,4,18,17,3,4,4,No,45,111,5,Yes,Occasionally,2006-01-20
327,22,Female,Sales,Engineer,92534,2041373,208944,5,Married,Yes,1,9,9,1,2,1,No,27,123,11,No,Frequently,2015-12-07
328,49,Female,R&D,Coordinator,35516,772501,148586,1,Divorced,Yes,3,14,13,2,2,4,No,40,198,9,No,Occasionally,2010-05-16
329,59,Female,Marketing,Analyst,87493,860315,173921,4,Single,No,1,11,9,4,3,4,No,71,127,14,No,Frequently,2013-12-15
330,44,Female,Operations,Senior Analyst,107279,315434,195119,2,Married,No,3,5,4,3,4,1,No,61,199,14,Yes,Frequently,2019-12-24
331,45,Female,Finance,Engineer,126665,1299430,68803,2,Married,No,5,19,15,2,2,3,Yes,60,164,3,Yes,Rarely,2005-11-13
332,41,Male,HR,Senior Analyst,142961,1651099,17297,5,Married,Yes,2,5,2,3,4,2,No,39,142,13,No,Occasionally,2019-04-15
333,59,Male,Finance,Team Lead,164839,1633572,208559,3,Single,No,1,9,6,2,1,4,No,60,175,8,No,Frequently,2015-09-27
334,52,Male,HR,Analyst,30744,1784209,150871,3,Single,No,1,19,17,3,1,4,No,71,174,6,Yes,Frequently,2005-09-03
335,48,Female,HR,Coordinator,174765,1821466,115598,4,Divorced,No,4,6,2,4,2,3,Yes,34,141,7,Yes,Occasionally,2018-11-20
336,58,Male,Marketing,Coordinator,56778,2034339,202747,5,Married,Yes,3,15,15,3,4,2,Yes,33,176,13,No,Rarely,2009-06-18
337,38,Male,Sales,Executive,84500,467647,236527,4,Divorced,No,1,5,2,1,3,1,No,73,136,11,No,Frequently,2019-09-29
338,34,Female,IT,Senior Analyst,101449,1881420,261973,4,Divorced,Yes,3,3,0,2,3,3,No,55,102,12,Yes,Frequently,2021-09-24
339,53,Female,Sales,Engineer,151060,1536530,201465,1,Single,Yes,1,18,18,1,4,1,Yes,50,120,14,No,Occasionally,2006-05-21
340,25,Male,HR,Senior Analyst,110376,1972795,156951,3,Divorced,Yes,3,9,5,4,1,4,Yes,17,197,13,Yes,Frequently,2015-02-22
341,38,Male,Marketing,Coordinator,110090,2155227,74965,1,Married,No,3,16,16,4,3,4,No,28,118,7,Yes,Frequently,2008-03-03
342,42,Female,R&D,Analyst,175023,2005243,80388,3,Single,Yes,3,13,13,1,4,1,No,40,118,13,Yes,Occasionally,2011-03-24
343,32,Male,R&D,Coordinator,51421,1088140,76021,5,Divorced,No,3,18,14,3,2,2,No,15,191,7,Yes,Occasionally,2006-06-23
344,41,Female,HR,Manager,91093,1509337,13893,5,Married,No,2,3,3,4,4,3,Yes,23,125,14,No,Frequently,2021-04-18
345,53,Female,Operations,Analyst,103518,1716953,72805,3,Single,No,1,8,6,2,4,4,Yes,37,161,10,No,Occasionally,2016-08-09
346,48,Female,Finance,Engineer,169063,892632,36593,2,Married,Yes,5,5,5,1,1,1,Yes,55,152,13,No,Rarely,2019-08-17
347,49,Male,Operations,Manager,43354,1531619,184482,4,Single,Yes,3,2,2,3,1,4,Yes,76,144,3,No,Occasionally,2022-10-23
348,54,Male,R&D,Senior Analyst,127239,935719,40510,5,Divorced,Yes,2,3,1,1,3,4,No,63,168,9,No,Frequently,2021-08-19
349,53,Female,Marketing,Team Lead,161917,517770,118325,1,Married,Yes,4,4,3,3,3,3,No,46,163,7,Yes,Frequently,2020-01-31
350,33,Female,Sales,Team Lead,168016,2187895,81442,3,Divorced,No,5,4,4,1,1,4,Yes,51,134,5,No,Occasionally,2020-01-26
351,29,Male,R&D,Team Lead,109761,1778768,273734,3,Single,Yes,5,2,0,2,1,4,Yes,69,135,11,Yes,Occasionally,2022-11-16
352,22,Female,Finance,Senior Analyst,145356,1880932,116923,3,Divorced,No,2,15,15,1,2,3,No,5,135,5,Yes,Frequently,2009-03-21
353,44,Male,HR,Engineer,102064,562093,122115,2,Married,Yes,5,18,16,3,2,4,Yes,76,102,14,No,Rarely,2006-07-22
354,53,Female,Marketing,Senior Analyst,47031,763937,71312,2,Divorced,No,5,7,6,2,2,2,Yes,20,159,4,No,Occasionally,2017-10-20
355,47,Female,Marketing,Senior Analyst,35350,1051518,261570,3,Divorced,Yes,4,18,16,4,2,3,No,57,138,3,No,Rarely,2006-07-28
356,51,Female,Sales,Team Lead,147258,1984532,278710,1,Married,No,3,3,2,1,2,3,No,14,199,10,No,Occasionally,2021-10-29
357,35,Female,Marketing,Executive,129859,1495885,107507,1,Single,No,4,2,0,3,2,2,No,28,178,8,No,Frequently,2022-12-01
358,34,Male,Marketing,Executive,96126,636907,235422,5,Married,No,5,16,15,4,1,4,Yes,79,175,3,No,Occasionally,2008-05-27
359,52,Female,R&D,Executive,83608,1961945,247644,1,Divorced,Yes,5,5,4,3,3,1,No,22,195,8,No,Rarely,2019-12-22
360,38,Female,Marketing,Team Lead,52990,1411127,210695,2,Single,Yes,1,14,14,4,1,1,No,10,168,14,No,Rarely,2010-11-16
361,22,Male,Marketing,Engineer,57402,1747585,136643,2,Married,Yes,5,9,6,1,2,4,Yes,19,150,5,Yes,Frequently,2015-07-01
362,27,Male,Sales,Executive,145779,1740434,241060,4,Married,No,3,3,3,4,3,4,Yes,62,186,12,Yes,Occasionally,2021-04-20
363,48,Male,HR,Team Lead,69760,585622,143252,1,Divorced,No,5,19,17,4,4,2,No,17,132,10,Yes,Rarely,2005-09-17
364,32,Female,Sales,Analyst,145592,1704355,111022,3,Single,Yes,4,8,8,4,2,2,No,77,120,6,No,Occasionally,2016-05-06
365,40,Male,Finance,Team Lead,91852,1736457,279652,3,Single,Yes,3,1,0,1,4,2,No,45,198,4,No,Frequently,2023-05-20
366,56,Female,R&D,Coordinator,30355,2344940,2257,5,Married,Yes,1,6,2,1,2,4,Yes,17,199,4,Yes,Frequently,2018-04-12
367,30,Female,R&D,Coordinator,45808,418581,127927,4,Divorced,No,3,4,4,2,3,1,Yes,49,133,11,No,Occasionally,2020-11-23
368,28,Male,Sales,Coordinator,72377,1148923,245739,5,Divorced,No,4,12,9,1,3,2,Yes,25,127,10,Yes,Frequently,2012-05-09
369,57,Female,R&D,Analyst,85948,1589467,164074,2,Single,Yes,4,19,17,2,1,4,No,17,156,3,Yes,Frequently,2005-05-30
370,31,Female,Operations,Manager,53172,1106564,248933,3,Divorced,No,1,10,9,3,4,1,Yes,18,109,5,Yes,Frequently,2014-02-13
371,59,Male,Sales,Senior Analyst,79131,979447,12828,5,Divorced,Yes,4,17,15,1,2,1,No,29,199,12,No,Rarely,2007-12-24
372,22,Male,Operations,Engineer,176379,2278030,239719,3,Divorced,No,3,14,11,4,1,1,No,62,175,13,No,Rarely,2010-01-14
373,51,Female,Operations,Analyst,149577,723332,292575,2,Single,No,4,10,6,1,3,1,Yes,29,132,9,No,Frequently,2014-05-07
374,33,Female,IT,Senior Analyst,71607,1798339,64110,5,Single,No,3,13,11,2,3,4,No,77,131,13,Yes,Frequently,2011-01-07
375,54,Male,Marketing,Senior Analyst,52606,741048,28151,3,Divorced,No,1,12,8,2,2,3,Yes,63,103,10,Yes,Rarely,2012-12-18
376,50,Male,Sales,Team Lead,131984,1906734,103547,2,Single,Yes,3,17,14,2,4,3,Yes,8,189,10,No,Frequently,2007-07-05
377,26,Female,Marketing,Senior Analyst,99707,557354,61215,1,Married,Yes,5,11,8,1,4,4,Yes,26,116,13,No,Frequently,2013-04-02
378,28,Male,Finance,Engineer,102240,1774585,113688,4,Married,No,2,8,7,4,3,3,Yes,49,182,13,Yes,Rarely,2016-10-18
379,29,Male,IT,Manager,151311,1034275,269150,2,Divorced,No,5,7,4,3,4,3,Yes,79,164,3,Yes,Occasionally,2017-02-28
380,59,Male,Finance,Manager,48989,1424027,18990,5,Married,Yes,5,5,5,1,4,1,No,50,125,3,Yes,Occasionally,2019-06-26
381,26,Female,Sales,Manager,30939,2051498,35063,5,Single,No,5,2,2,3,3,3,Yes,54,137,13,No,Rarely,2022-02-21
382,36,Female,Marketing,Team Lead,109703,2001421,289220,1,Married,Yes,1,18,17,2,3,2,No,78,145,5,No,Occasionally,2006-05-30
383,50,Male,IT,Manager,68527,1163659,224490,5,Married,Yes,5,14,11,1,3,1,Yes,37,180,13,Yes,Occasionally,2010-12-17
384,32,Male,Operations,Engineer,79110,1407810,287995,1,Single,Yes,5,7,5,2,3,1,No,66,175,13,No,Rarely,2017-06-11
385,46,Male,R&D,Manager,88761,1649590,123765,1,Single,Yes,2,15,14,1,1,1,No,30,105,6,No,Frequently,2009-12-02
386,50,Male,Marketing,Coordinator,28642,1769793,296208,1,Divorced,Yes,1,8,6,1,2,2,Yes,47,179,4,Yes,Rarely,2016-04-22
387,29,Male,R&D,Coordinator,174865,1749991,76253,1,Married,Yes,4,18,15,1,4,4,Yes,69,142,9,No,Rarely,2006-08-18
